provider_name,program_name,provider_type,cost_type,ages,address,city,state,zip,phone,email,website,source_url,notes,status
Shamrock Swim Club,,Swim club,Unknown,,411 Unquity Rd,Milton,MA,2186,#ERROR!,,,,"3.8 stars, 15 reviews",Approved
British Swim School at Beverly Athletic Club,,Swimming instructor,Unknown,,7 Reservoir Rd,Beverly,MA,1915,#ERROR!,,,,"5 stars, 7 reviews",Approved
Little Flippers Swim School - Natick,,Swimming school,Unknown,,7 Strathmore Rd,Natick,MA,1760,#ERROR!,,,,"4.7 stars, 126 reviews",Approved
Goldfish Swim School - Westford,,Swimming school,Unknown,,3 Lyberty Way,Westford,MA,1886,#ERROR!,,,,"4.6 stars, 181 reviews",Approved
Goldfish Swim School - Norwood,,Swimming school,Unknown,,128 Carnegie Row,Norwood,MA,2062,#ERROR!,,,,"4.8 stars, 128 reviews",Approved
British Swim School at Wayside Athletic Club - Marlborough,,Swimming school,Unknown,,80 Broadmeadow St,Marlborough,MA,1752,#ERROR!,,,,"5 stars, 2 reviews",Approved
British Swim School of South Lyon,,Swimming school,Unknown,,22185 Pontiac Trail,South Lyon,MI,48178,#ERROR!,,,,"4.9 stars, 136 reviews",Approved
Aqua-Tots Swim School Canton,,Swimming school,Unknown,,43335 Joy Rd,Canton Township,MI,48187,#ERROR!,,,,"4.8 stars, 327 reviews",Approved
Goldfish Swim School - Ann Arbor,,Swimming school,Unknown,,2107 W Stadium Blvd,Ann Arbor,MI,48103,#ERROR!,,,,"4.7 stars, 237 reviews",Approved
Aqua-Tots Swim School Woodhaven,,Swimming school,Unknown,,21621 Allen Rd,Woodhaven,MI,48183,#ERROR!,,,,"4.9 stars, 201 reviews",Approved
Goldfish Swim School - Canton,,Swimming school,Unknown,,225 Sheldon Rd,Canton Township,MI,48187,#ERROR!,,,,"4.8 stars, 385 reviews",Approved
Aqua Tots Swim School Holland,,Swimming school,Unknown,,12610 Felch St,Holland,MI,49424,#ERROR!,,,,"4.9 stars, 118 reviews",Approved
Aqua-Tots Swim School Portage,,Swimming school,Unknown,,7113 S Westnedge Ave,Portage,MI,49002,#ERROR!,,,,"4.9 stars, 313 reviews",Approved
British Swim School at Holiday Inn Express - Wixom,,Swimming school,Unknown,,48953 Alpha Dr,Wixom,MI,48393,#ERROR!,,,,"5 stars, 29 reviews",Approved
Aquatics Center,,Indoor swimming pool,Unknown,,Ryan Hall,Mt Pleasant,MI,48858,,,,,"4.5 stars, 2 reviews",Approved
West Michigan Aquatics,,Swimming school,Unknown,,9230 W Shelby Rd,Shelby,MI,49455,#ERROR!,,,,,Approved
"The Leelanau Swim School, LLC",,Swimming school,Unknown,,7717 E Alpers Rd,Lake Leelanau,MI,49653,#ERROR!,,,,"5 stars, 2 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,914 W Eisenhower Pkwy,Ann Arbor,MI,48103,#ERROR!,,,,"4.9 stars, 250 reviews",Approved
Richfield Swim Club,,Swim club,Unknown,,7461 Oliver Ave S,Richfield,MN,55423,#ERROR!,,,,"4.6 stars, 17 reviews",Approved
Edina Swim Club,,Swim club,Unknown,,4445 W 77th St # 240,Edina,MN,55435,#ERROR!,,,,"4.6 stars, 9 reviews",Approved
WAVE Swim Club,,Swim club,Unknown,,1300 MN-25,Buffalo,MN,55313,,,,,"4.4 stars, 16 reviews",Approved
City of Laurel Natatorium,,Indoor swimming pool,Unknown,,4978 US-84,Laurel,MS,39443,#ERROR!,,,,"4.3 stars, 60 reviews",Approved
Columbus AFB Pool,,Swimming pool,Unknown,,Independence Dr,Columbus,MS,39705,#ERROR!,,,,"4.6 stars, 23 reviews",Approved
Sonny Montgomery Sports Complex Aquatic Center,,Swimming pool,Unknown,,369a Allen Rd,Meridian,MS,39309,#ERROR!,,,,"5 stars, 1 reviews",Approved
Poplar Springs Swim and Racquet Club,,Swim club,Unknown,,1020 Windmill Dr,Meridian,MS,39305,#ERROR!,,,,"5 stars, 2 reviews",Approved
Mary Mabry Swimming Lessons,,Swimming instructor,Unknown,,342 Cole Rd,Hattiesburg,MS,39402,#ERROR!,,,,,Approved
SwimBranson,,Swimming school,Unknown,,320 S Commercial St Unit 7214,Branson,MO,65615,#ERROR!,,,,"5 stars, 1 reviews",Approved
Lee's Summit R-7 Aquatic Center,,attractions,Unknown,,3498 SW Windemere Dr,Lee's Summit,MO,64082,#ERROR!,,,,"4.3 stars, 191 reviews",Approved
The Swim School At Quantum,,Swimming instructor,Unknown,,505 N Pine St,Lockwood,MO,65682,#ERROR!,,,,"5 stars, 2 reviews",Approved
Mizzou Aquatic Center,,University,Unknown,,,Columbia,MO,65212,,,,,"4 stars, 4 reviews",Approved
Montana Swim Academy at Holiday Inn Express & Suites - Bozeman West,,Swimming school,Unknown,,2305 Catron St,Bozeman,MT,59718,#ERROR!,,,,"5 stars, 11 reviews",Approved
Barracuda Swim Club LLC,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 11 reviews",Approved
Currents Aquatics Center,,attractions,Unknown,,600 Cregg Ln,Missoula,MT,59801,#ERROR!,,,,"4.4 stars, 612 reviews",Approved
Missoula Family YMCA,,Gym,Unknown,,3000 S Russell St,Missoula,MT,59801,#ERROR!,,,,"3.9 stars, 117 reviews",Approved
Broadwater Hot Springs & Fitness,,attractions,Unknown,,4920 US-12,Helena,MT,59601,#ERROR!,,,,"4.3 stars, 1776 reviews",Approved
Butte Family YMCA Inc.,,Non-profit organization,Unknown,,2975 Washoe St,Butte,MT,59701,#ERROR!,,,,"4.3 stars, 267 reviews",Approved
Stanford Pool,,attractions,Unknown,,209 1st Ave N,Stanford,MT,59479,#ERROR!,,,,"4.7 stars, 15 reviews",Approved
Montana Athletic Club,,Gym,Unknown,,850 Holt Dr,Bigfork,MT,59911,#ERROR!,,,,"4.9 stars, 218 reviews",Approved
Canyons Athletic Club,,Athletic club,Unknown,,472 Tammany Ln,Hamilton,MT,59840,#ERROR!,,,,"4.5 stars, 174 reviews",Approved
University of Montana Campus Recreation,,Recreation center,Unknown,,"University of Montana Campus Recreation Fitness & Recreation Center, 32 Campus Dr",Missoula,MT,59812,#ERROR!,,,,"4.5 stars, 80 reviews",Approved
Pinewood Aquatic Center,,attractions,Unknown,,925 4th Ave W,Columbia Falls,MT,59912,#ERROR!,,,,"4.2 stars, 42 reviews",Approved
Brookland Swim Academy,,Aquatic center,Unknown,,125 Michigan Ave NE,Washington,DC,20017,#ERROR!,,,,"3.1 stars, 8 reviews",Approved
SafeSplash Swim School - Columbia Heights,,Swimming school,Unknown,,3100 14th St NW,Washington,DC,20010,#ERROR!,,,,"4.2 stars, 20 reviews",Approved
DC SWIMMING INSTRUCTOR/ PRIVATE MOBILE INSTRUCTOR Washington DC,,Swimming instructor,Unknown,,1620 Fuller St NW,Washington,DC,20009,#ERROR!,,,,"5 stars, 2 reviews",Approved
Deanwood Aquatic Center,,Indoor swimming pool,Unknown,,1350 49th St NE,Washington,DC,20019,#ERROR!,,,,"4.2 stars, 248 reviews",Approved
Norman Swimming LLC,,Swimming school,Unknown,,1301 N Quincy St,Arlington,VA,22201,#ERROR!,,,,"5 stars, 42 reviews",Approved
SwimBox,,Swimming instructor,Unknown,,5183B Langston Blvd.,Arlington,VA,22207,#ERROR!,,,,"4.8 stars, 109 reviews",Approved
Boys & Girls Club - Lehmann Swim Center,,attractions,Unknown,,2712 Park St,Nacogdoches,TX,75961,#ERROR!,,,,"4.4 stars, 5 reviews",Approved
Northern Nevada Aquatics,,Swimming instructor,Unknown,,240 W Moana Ln,Reno,NV,89509,#ERROR!,,,,"5 stars, 1 reviews",Approved
Carson Valley Swim Center,,attractions,Unknown,,1600 NV-88 #88,Minden,NV,89423,#ERROR!,,,,"4.5 stars, 434 reviews",Approved
Tyler ISD Aquatic Center,,Swimming pool,Unknown,,3013 Earl Campbell Pkwy,Tyler,TX,75703,#ERROR!,,,,"4.7 stars, 44 reviews",Approved
Emler Swim School of Henderson,,Swimming school,Unknown,,10907 S Eastern Ave,Henderson,NV,89052,#ERROR!,,,,"4.9 stars, 288 reviews",Approved
Warm Water Fitness,,Indoor swimming pool,Unknown,,400 Hoover Ln,Nevada City,CA,95959,#ERROR!,,,,"3 stars, 2 reviews",Approved
Boys & Girls Club - Lufkin Swim Center,,attractions,Unknown,,909 South Angelina Blvd,Lufkin,TX,75901,#ERROR!,,,,"4.1 stars, 34 reviews",Approved
Firm Foundation Infant Aquatics,,Swimming instructor,Unknown,,655 Panther Branch Rd,Valley Mills,TX,76689,#ERROR!,,,,"5 stars, 24 reviews",Approved
Texas Swim Lessons,,Swimming school,Unknown,,310 Robinwood Dr,Whitehouse,TX,75791,#ERROR!,,,,"5 stars, 7 reviews",Approved
Mesquite Recreation Center,,Recreation center,Unknown,,100 W Old Mill Rd,Mesquite,NV,89027,#ERROR!,,,,"4.4 stars, 324 reviews",Approved
Whitney Ranch Recreation Center,,Recreation center,Unknown,,1575 Galleria Dr,Henderson,NV,89014,#ERROR!,,,,"4.6 stars, 459 reviews",Approved
"City of Las Vegas Centennial Hills Community Center, Operated by the YMCA",,Community center,Unknown,,6601 N Buffalo Dr,Las Vegas,NV,89131,#ERROR!,,,,"4.5 stars, 899 reviews",Approved
Henderson Multigenerational Center,,Recreation center,Unknown,,250 S Green Valley Pkwy,Henderson,NV,89012,#ERROR!,,,,"4.6 stars, 716 reviews",Approved
Jackpot Recreation Center,,Recreation center,Unknown,,2395 Progressive Dr,Jackpot,NV,89825,#ERROR!,,,,"4.5 stars, 33 reviews",Approved
Stadium Swim,,Swimming pool,Unknown,,8 Fremont St,Las Vegas,NV,89101,#ERROR!,,,,"4.2 stars, 871 reviews",Approved
Davis-Scott Family YMCA,,Youth organization,Unknown,,1213 Iowa St,San Antonio,TX,78203,#ERROR!,,,,"4.4 stars, 447 reviews",Approved
Black Mountain Recreation Center,,attractions,Unknown,,599 Greenway Rd,Henderson,NV,89015,#ERROR!,,,,"4.5 stars, 381 reviews",Approved
Silver Mesa Recreation Center,,Recreation center,Unknown,,4025 Allen Ln,North Las Vegas,NV,89032,#ERROR!,,,,"4.3 stars, 382 reviews",Approved
Life Time,,Gym,Unknown,,10721 W Charleston Blvd,Las Vegas,NV,89135,#ERROR!,,,,"3.8 stars, 512 reviews",Approved
Las Vegas Athletic Clubs - Green Valley,,Gym,Unknown,,9065 S Eastern Ave,Las Vegas,NV,89123,#ERROR!,,,,"4.2 stars, 1292 reviews",Approved
NH Swim School,,Swimming instructor,Unknown,,41 Hall St,Concord,NH,3301,#ERROR!,,,,"5 stars, 12 reviews",Approved
InstaSwim,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.9 stars, 177 reviews",Approved
ISR New Hampshire,,Swimming school,Unknown,,4 Gulf St,Concord,NH,3301,#ERROR!,,,,,Approved
British Swim School of Hudson Waterfront,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 310 reviews",Approved
Into The Swim -Swim School,,Swimming school,Unknown,,4250 US 1 Suite #6,Monmouth Junction,NJ,8852,#ERROR!,,,,"4.2 stars, 69 reviews",Approved
Aqua-Tots Swim School North Bergen,,attractions,Unknown,,3131 John F. Kennedy Blvd,North Bergen,NJ,7047,#ERROR!,,,,"4.9 stars, 81 reviews",Approved
British Swim School at LA Fitness - East Brunswick,,Swimming school,Unknown,,341 NJ-18,East Brunswick,NJ,8816,#ERROR!,,,,"4.9 stars, 85 reviews",Approved
Goldfish Swim School - Mount Laurel,,Swimming school,Unknown,,2036 Briggs Rd,Mt Laurel Township,NJ,8054,#ERROR!,,,,"4.7 stars, 447 reviews",Approved
Shore Swim School (fka Shoobies Swim School),,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 17 reviews",Approved
Making Waves Swim School,,Swimming instructor,Unknown,,390 Forsgate Dr,Monroe Township,NJ,8831,#ERROR!,,,,"4.4 stars, 17 reviews",Approved
Goldfish Swim School - Edison,,Swimming school,Unknown,,1004 US-1,Edison,NJ,8817,#ERROR!,,,,"4.7 stars, 126 reviews",Approved
LifeCycle Swim School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 32 reviews",Approved
Aqua-Tots Swim School Mount Laurel,,attractions,Unknown,,1102 Nixon Dr,Mt Laurel Township,NJ,8054,#ERROR!,,,,"5 stars, 125 reviews",Approved
KIDS FIRST Swim School - Cherry Hill,,Swimming school,Unknown,,1900 Greentree Rd,Cherry Hill Township,NJ,8003,#ERROR!,,,,"4.3 stars, 147 reviews",Approved
Fischer Swim School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 10 reviews",Approved
British Swim School of LA Fitness Paramus,,Swimming school,Unknown,,240 NJ-17,Paramus,NJ,7652,#ERROR!,,,,"4.7 stars, 127 reviews",Approved
ETA Coach Open Water Swim,,Athletic club,Unknown,,,Medford,NJ,8055,,,,,"4.9 stars, 19 reviews",Approved
SwimWorks Swim School,,Swimming school,Unknown,,8120 Ventura St NE Suite B,Albuquerque,NM,87122,#ERROR!,,,,"4.6 stars, 142 reviews",Approved
Green Feet Swimming,,Swimming school,Unknown,,700 Quincy St NE,Albuquerque,NM,87110,#ERROR!,,,,"4.9 stars, 41 reviews",Approved
West Mesa Aquatic Center,,attractions,Unknown,,6705 Fortuna Rd NW,Albuquerque,NM,87121,#ERROR!,,,,"4.2 stars, 880 reviews",Approved
Kay's All Swim School,,Swimming instructor,Unknown,,9737 4th St NW,Albuquerque,NM,87114,#ERROR!,,,,"4.1 stars, 23 reviews",Approved
Los Altos pool,,Swimming pool,Unknown,,10100 Lomas Blvd NE,Albuquerque,NM,87112,#ERROR!,,,,"4.3 stars, 241 reviews",Approved
Fish Factory Swim School NE Heights,,Swimming school,Unknown,,3707 Eubank Blvd NE,Albuquerque,NM,87111,#ERROR!,,,,"4.3 stars, 92 reviews",Approved
Valley Pool,,Swimming pool,Unknown,,1505 Candelaria Rd NW,Albuquerque,NM,87107,#ERROR!,,,,"4.3 stars, 192 reviews",Approved
Betsy Patterson Swimming Pool,,attractions,Unknown,,7801 Candelaria Rd NE,Albuquerque,NM,87110,#ERROR!,,,,"4.2 stars, 291 reviews",Approved
Rio Rancho Aquatic Center,,Swimming pool,Unknown,,745 Loma Colorado Dr NE,Rio Rancho,NM,87124,#ERROR!,,,,"4.4 stars, 689 reviews",Approved
Farmington Aquatic Center,,attractions,Unknown,,1151 Sullivan Ave,Farmington,NM,87401,#ERROR!,,,,"4.3 stars, 324 reviews",Approved
Highland Pool,,attractions,Unknown,,400 Jackson St SE,Albuquerque,NM,87108,#ERROR!,,,,"4.3 stars, 230 reviews",Approved
NMSU Aquatic Center,,Aquatic center,Unknown,,1520 Stewart St,Las Cruces,NM,88003,#ERROR!,,,,"4.6 stars, 81 reviews",Approved
Las Cruces Regional Aquatic Center,,attractions,Unknown,,1401 E Hadley Ave,Las Cruces,NM,88001,#ERROR!,,,,"4.4 stars, 562 reviews",Approved
"SwimWorks Swim School - Albuquerque,NM",,Swimming instructor,Unknown,,"Salvador Perez Pool, 601 Alta Vista St",Santa Fe,NM,87505,#ERROR!,,,,,Approved
Sierra Vista Swimming Pool,,attractions,Unknown,,5001 Montaño Rd NW,Albuquerque,NM,87120,#ERROR!,,,,"4.4 stars, 228 reviews",Approved
Fish Factory Swim School Rio Rancho,,Swimming school,Unknown,,1801 Wellspring Ave SE,Rio Rancho,NM,87124,#ERROR!,,,,"4.9 stars, 70 reviews",Approved
Charger Aquatics,,Swimming school,Unknown,,6400 Wyoming Blvd NE,Albuquerque,NM,87109,#ERROR!,,,,"4.3 stars, 19 reviews",Approved
NMT Swimming Pool,,Swimming pool,Unknown,,Campus,Socorro,NM,87801,#ERROR!,,,,"4.8 stars, 24 reviews",Approved
Clovis Aquatic Center,,attractions,Unknown,,1700 E 7th St,Clovis,NM,88101,#ERROR!,,,,"3.9 stars, 111 reviews",Approved
Rio Grande Indoor Pool,,attractions,Unknown,,2312 Arenal Rd SW,Albuquerque,NM,87105,#ERROR!,,,,"4.4 stars, 416 reviews",Approved
Smallwood Beach,,Beach club,Unknown,,Lake View Dr,Smallwood,NY,12778,,,,,"4.6 stars, 29 reviews",Approved
Town Of Bethel Pool And Park,,attractions,Unknown,,636 Old White Lake Turnpike,Swan Lake,NY,12783,#ERROR!,,,,"4.7 stars, 51 reviews",Approved
Swim Easy New York,,Swimming school,Unknown,,109 E 50th St,New York,NY,10022,#ERROR!,,,,"4.9 stars, 232 reviews",Approved
Aqua-Tots Swim School Raleigh,,Swimming school,Unknown,,8823 Six Forks Rd,Raleigh,NC,27615,#ERROR!,,,,"4.6 stars, 167 reviews",Approved
Charlotte Swim Academy,,Swimming,Unknown,,"9315-A, Monroe Rd",Charlotte,NC,28270,#ERROR!,,,,"4.9 stars, 135 reviews",Approved
PhD Swim School,,Swimming school,Unknown,,"Triangle Village Shopping Center, 2105 NC-54 H&I",Durham,NC,27713,#ERROR!,,,,"4.2 stars, 40 reviews",Approved
Safesplash Swim School - Holly Springs,,Swimming instructor,Unknown,,301 Earnie Ln,Holly Springs,NC,27540,#ERROR!,,,,"4.7 stars, 157 reviews",Approved
Charlotte Aquatics,,Swimming school,Unknown,,7835 Little Ave,Charlotte,NC,28226,#ERROR!,,,,"4.8 stars, 168 reviews",Approved
SwimMAC Carolina,,Swim club,Unknown,,9850 Providence Rd,Charlotte,NC,28277,#ERROR!,,,,"4.5 stars, 93 reviews",Approved
Safesplash + Swimlabs - Morrisville(Triangle),,Swimming instructor,Unknown,,115 Parkside Valley Dr Suite 10,Morrisville,NC,27560,#ERROR!,,,,"4.5 stars, 421 reviews",Approved
British Swim School at LA Fitness Northeast Charlotte/Concord,,Swimming school,Unknown,,3024 Prosperity Church Rd,Charlotte,NC,28269,#ERROR!,,,,"4.8 stars, 40 reviews",Approved
OWA Swim School,,Swimming school,Unknown,,12210 N Tryon St,Charlotte,NC,28262,#ERROR!,,,,"4.2 stars, 22 reviews",Approved
10DaySwim,,Swimming instructor,Unknown,,123 Fox Hollow Rd,Mooresville,NC,28117,#ERROR!,,,,"5 stars, 181 reviews",Approved
NC Aquatics LLC - Swim Lessons,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 2 reviews",Approved
Raynez Swim School,,Swimming school,Unknown,,3205 Raynez Dr,Greenville,NC,27858,#ERROR!,,,,"4.9 stars, 14 reviews",Approved
H & L Swim Academy,,Swimming instructor,Unknown,,205 Athletic Club Blvd,Clayton,NC,27527,#ERROR!,,,,"4.8 stars, 30 reviews",Approved
The Swim Studio,,Swimming instructor,Unknown,,1630 E Woodlawn Rd #285,Charlotte,NC,28209,#ERROR!,,,,"4.9 stars, 140 reviews",Approved
Evolution Aquatic & Activity Center,,Swimming instructor,Unknown,,11202 Harris Rd,Huntersville,NC,28078,#ERROR!,,,,"3.7 stars, 164 reviews",Approved
Campbell University Aquatics,,University,Unknown,,191 Bolton Rd,Lillington,NC,27546,,,,,"4.9 stars, 10 reviews",Approved
Aqua-Tots Swim School Myers Park,,Swimming school,Unknown,,2935 Providence Rd,Charlotte,NC,28211,#ERROR!,,,,"4.8 stars, 97 reviews",Approved
Ina Mae Rude Aquatic Center,,attractions,Unknown,,603 8th Ave SE,Stanley,ND,58784,#ERROR!,,,,"4.7 stars, 24 reviews",Approved
Killdeer Aquatics and Wellness Center,,Fitness center,Unknown,,551 Central Ave NW,Killdeer,ND,58640,#ERROR!,,,,"4.5 stars, 43 reviews",Approved
Center Community Pool,,attractions,Unknown,,207 Lincoln Ave,Center,ND,58530,#ERROR!,,,,"3.7 stars, 10 reviews",Approved
Mandan Aquatic Center,,attractions,Unknown,,901 Division St NW,Mandan,ND,58554,#ERROR!,,,,"4.4 stars, 77 reviews",Approved
Medora Swimming Pool,,Swimming pool,Unknown,,"City Pool, 3385 Pool Dr",Medora,ND,58645,#ERROR!,,,,"4.8 stars, 15 reviews",Approved
Washburn Public Pool,,Swimming facility,Unknown,,210 9th St,Washburn,ND,58577,#ERROR!,,,,"5 stars, 3 reviews",Approved
New Rockford Swimming Pool,,Swimming pool,Unknown,,,New Rockford,ND,58356,#ERROR!,,,,"4.8 stars, 11 reviews",Approved
New England Swimming Pool,,Swimming pool,Unknown,,610 3rd Ave E,New England,ND,58647,#ERROR!,,,,"4.7 stars, 3 reviews",Approved
Rugby Public Swimming Pool,,Indoor swimming pool,Unknown,,,Rugby,ND,58368,#ERROR!,,,,"3.3 stars, 3 reviews",Approved
BSC Aquatic & Wellness Center,,attractions,Unknown,,1601 Canary Ave,Bismarck,ND,58501,#ERROR!,,,,"4.5 stars, 156 reviews",Approved
New Salem Swimming Pool,,attractions,Unknown,,801 Elm Ave,New Salem,ND,58563,#ERROR!,,,,,Approved
Hillsboro City Swimming Pool,,attractions,Unknown,,415 Woodland Pk Dr,Hillsboro,ND,58045,#ERROR!,,,,"4.5 stars, 16 reviews",Approved
Hulbert Aquatic Center,,Swimming facility,Unknown,,620 7th Ave E,West Fargo,ND,58078,#ERROR!,,,,"4.7 stars, 227 reviews",Approved
Rolla Community Swimming Pool,,attractions,Unknown,,101 5th Ave NE,Rolla,ND,58367,#ERROR!,,,,"4 stars, 2 reviews",Approved
Nestegard Memorial Swiming Pool,,attractions,Unknown,,201 3rd Ave SE,Leeds,ND,58346,#ERROR!,,,,"3.5 stars, 2 reviews",Approved
Hazen Swimming Pool,,attractions,Unknown,,520 1st Ave NE,Hazen,ND,58545,#ERROR!,,,,"4.1 stars, 8 reviews",Approved
Linton Municipal Pool,,Swimming pool,Unknown,,102 Sunrise Ln,Linton,ND,58552,#ERROR!,,,,"4.7 stars, 3 reviews",Approved
Kindred Swimming Pool,,attractions,Unknown,,131 Linden St,Kindred,ND,58051,#ERROR!,,,,"4.4 stars, 29 reviews",Approved
Harvey Swimming Pool,,attractions,Unknown,,2501 ND-3,Harvey,ND,58341,#ERROR!,,,,"3.5 stars, 4 reviews",Approved
Crosby Pool,,attractions,Unknown,,,Crosby,ND,58730,#ERROR!,,,,"4.8 stars, 29 reviews",Approved
Swim Happy,,Swimming school,Unknown,,1170 S Main St Suite 400,Chelsea,MI,48118,#ERROR!,,,,"4.5 stars, 24 reviews",Approved
Huron Valley Swim Club,,Swim club,Unknown,,4601 Park Rd,Ann Arbor,MI,48103,#ERROR!,,,,"4.8 stars, 53 reviews",Approved
Dexter Community Pool,,attractions,Unknown,,3060 Kensington St,Dexter,MI,48130,#ERROR!,,,,"4.5 stars, 59 reviews",Approved
Aqua-Tots Swim School Westerville,,Swimming school,Unknown,,714 N State St,Westerville,OH,43082,#ERROR!,,,,"4.7 stars, 197 reviews",Approved
Goldfish Swim School - Westerville,,Swimming school,Unknown,,765 Brooksedge Blvd,Westerville,OH,43081,#ERROR!,,,,"4.8 stars, 271 reviews",Approved
British Swim School at Hamburg Fitness Center and Camp,,Swimming school,Unknown,,8540 Hamburg Rd,Brighton,MI,48116,#ERROR!,,,,"4.9 stars, 21 reviews",Approved
Westerville Aquatic Club,,Swim club,Unknown,,230 S Otterbein Ave,Westerville,OH,43081,#ERROR!,,,,"5 stars, 3 reviews",Approved
Hartland Caroselli Aquatic Center,,Swimming pool,Unknown,,10635 Dunham Rd,Hartland,MI,48353,#ERROR!,,,,"4.5 stars, 210 reviews",Approved
Columbus Aquatics Center,,attractions,Unknown,,1160 Hunter Ave,Columbus,OH,43201,#ERROR!,,,,"4.4 stars, 272 reviews",Approved
Goldfish Swim School - Dublin,,Swimming school,Unknown,,6175 Shamrock Ct Suite G,Dublin,OH,43016,#ERROR!,,,,"4.8 stars, 259 reviews",Approved
"Northwest Swim Club, lnc",,Swim club,Unknown,,1064 Bethel Rd,Columbus,OH,43220,#ERROR!,,,,"4.8 stars, 56 reviews",Approved
Aqua-Tots Swim School Beavercreek,,Swimming school,Unknown,,2451 Lakeview Dr,Beavercreek,OH,45431,#ERROR!,,,,"4.7 stars, 216 reviews",Approved
Aqua-Tots Swim School New Albany,,Swimming school,Unknown,,5984 N Hamilton Rd,Westerville,OH,43081,#ERROR!,,,,"4.5 stars, 155 reviews",Approved
"Walnut Hills Swim Club, llc",,Swimming pool,Unknown,,2770 Gladys Dr,Lexington,OH,44904,#ERROR!,,,,"4.7 stars, 24 reviews",Approved
Central Ohio SwimAmerica,,Swimming instructor,Unknown,,230 S Otterbein Ave,Westerville,OH,43081,#ERROR!,,,,"5 stars, 2 reviews",Approved
Trumbull Aquatics Center,,Aquatic center,Unknown,,200 Livingston Dr,Granville,OH,43023,#ERROR!,,,,"4.7 stars, 10 reviews",Approved
Mack Pool,,attractions,Unknown,,715 Brooks St,Ann Arbor,MI,48103,#ERROR!,,,,"4.3 stars, 85 reviews",Approved
British Swim School at The Harcum Fitness & Aquatic Center,,Swimming school,Unknown,,2227 Taylor Park Dr,Reynoldsburg,OH,43068,#ERROR!,,,,"5 stars, 18 reviews",Approved
Clear Fork Swimming Club,,Club,Unknown,,8 Sherwood Dr,Lexington,OH,44904,#ERROR!,,,,"3.8 stars, 25 reviews",Approved
Oklahoma Swim Academy (OKC),,Swimming school,Unknown,,15001 Gambels Trail Dr,Oklahoma City,OK,73134,#ERROR!,,,,"4.9 stars, 236 reviews",Approved
Aqua-Tots Swim School Oklahoma City,,Swimming school,Unknown,,8405 N Rockwell Ave,Oklahoma City,OK,73132,#ERROR!,,,,"4.5 stars, 274 reviews",Approved
Oklahoma Swim Academy - Bryant Square,,Swimming school,Unknown,,420 S Bryant Ave,Edmond,OK,73034,#ERROR!,,,,"4.9 stars, 51 reviews",Approved
Goldfish Swim School - Edmond,,Swimming school,Unknown,,10 NW 146th St,Edmond,OK,73013,#ERROR!,,,,"4.7 stars, 213 reviews",Approved
Goldfish Swim School - Moore,,Swimming school,Unknown,,2724 S Telephone Rd,Moore,OK,73160,#ERROR!,,,,"5 stars, 25 reviews",Approved
Like a Fish,,Swimming school,Unknown,,3333 W Hefner Rd,Oklahoma City,OK,73120,#ERROR!,,,,"5 stars, 34 reviews",Approved
oklahoma survival swim,,Swimming instructor,Unknown,,14375 S Coltrane Rd,Edmond,OK,73034,#ERROR!,,,,"5 stars, 4 reviews",Approved
Earlywine Park YMCA,,Gym,Unknown,,11801 S May Ave,Oklahoma City,OK,73170,#ERROR!,,,,"4.4 stars, 798 reviews",Approved
King Marlin Swim Club,,Sports club,Unknown,,2901 Marilyn Williams Dr,Edmond,OK,73003,#ERROR!,,,,"4.2 stars, 22 reviews",Approved
Murray Case Sells Swim Complex,,Swimming pool,Unknown,,1701 Asp Ave,Norman,OK,73072,#ERROR!,,,,"4.4 stars, 110 reviews",Approved
American Energy Swim Club,,Swim club,Unknown,,2901 Marilyn Williams Dr,Edmond,OK,73003,,,,,"5 stars, 19 reviews",Approved
Miller Swim School - Tulsa,,Swimming school,Unknown,,6415 S Mingo Rd,Tulsa,OK,74133,#ERROR!,,,,"4.6 stars, 515 reviews",Approved
Colvin Recreation Center,,Recreation center,Unknown,,101 Colvin Ctr,Stillwater,OK,74078,#ERROR!,,,,"4.7 stars, 457 reviews",Approved
Life Time,,Gym,Unknown,,2563 W Memorial Rd,Oklahoma City,OK,73134,#ERROR!,,,,"4.1 stars, 463 reviews",Approved
Swim 2 Live Live 2 Swim,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 83 reviews",Approved
Rose State College Aquatics Center,,College,Unknown,,6420 SE 15th St,Midwest City,OK,73110,#ERROR!,,,,"4.2 stars, 9 reviews",Approved
Swim School Private Lessons Coach Cris,,Swimming school,Unknown,,6316 S Indianapolis Ave,Tulsa,OK,74136,#ERROR!,,,,"5 stars, 15 reviews",Approved
Mustang Aquatic Park,,Swimming facility,Unknown,,1201 N Mustang Rd,Mustang,OK,73064,#ERROR!,,,,"4.5 stars, 130 reviews",Approved
